day_of_year,T_mean_C,T_max_C,RH_mean_pct,GHI_mean_Wm2
211,27.699072330936325,33.47395637230336,68.67456354729597,613.4140628073316
212,27.611108902324343,33.374997515114885,68.75891705144242,612.9463122652942
213,27.521334620256066,33.27400144778807,68.84067509943364,612.4627862840681
214,27.429776086788767,33.170998097637366,68.91981346459548,611.9635206841127
215,27.3364604326919,33.06601798677839,68.99630869652243,611.4485524519062
216,27.241415309407696,32.95909222308366,69.07013812802636,610.9179197372052
217,27.144668880857424,32.8502524909646,69.14127988185334,610.3716618502192
218,27.04624981509582,32.7395310419828,69.20971287716634,609.8098192586981
219,26.94618727581613,32.62696068529314,69.27541683579197,609.2324335849338
220,26.84451091370827,32.5125747779218,69.33837228822925,608.6395476026778
221,26.741250857672682,32.39640721488177,69.39856057941896,608.0312052339714
222,26.63643770589251,32.27849241912907,69.45596387427142,607.4074515458926
223,26.530102516766675,32.158865331362506,69.51056516295154,606.7683327472171
224,26.422276799706623,32.03756139966995,69.56234826591906,606.1138961849949
225,26.31299250579938,31.914616569024304,69.611297838723,605.4441903410435
226,26.202282018339787,31.79006727063226,69.65739937654855,604.7592648283555
227,26.090178143234596,31.66395041113892,69.70063921851508,604.0591703874233
228,25.976714099281413,31.536303361691587,69.7410045517242,603.3439588824806
229,25.86192350832521,31.407163946865857,69.77848341505657,602.6136832976597
230,25.745840385295466,31.2765704334574,69.81306470271609,601.8683977330666
231,25.628499128126823,31.144561519142677,69.84473816752092,601.1081574007735
232,25.509934507566207,31.01117632101198,69.87349442393986,600.3330186207276
233,25.39018165686952,30.876454363978212,69.89932495087353,599.5430388165798
234,25.26927606139091,30.740435569064772,69.92222209417932,598.7382765114306
235,25.14725354806767,30.603160241576127,69.94217906893952,597.9187913234936
236,25.02415027480396,30.464669059154456,69.9591899614718,597.08464396168
237,24.900002719756433,30.325003059725987,69.97324973108155,596.2358962211007
238,24.77484767052497,30.18420362934059,69.98435421155564,595.3726109784885
239,24.648722213251734,30.042312489908202,69.99250011239684,594.49485218754
240,24.521663721631718,29.899371686835686,69.99768501979891,593.6026848741778
241,24.393709845838142,29.75542357656791,69.99990739736191,592.6961751317334
242,24.264898501365867,29.6105108140366,69.99916658654737,591.7753901160509
243,24.135267857796244,29.464676340020773,69.99546280687358,590.8403980405113
244,24.004856327486614,29.317963368422443,69.98879715585034,589.8912681709805
245,23.873702554187926,29.170415373461417,69.97917160865393,588.9280708206767
246,23.74184540159373,29.022076076792942,69.96658901754171,587.950877344962
247,23.609323941824055,28.872989434552064,69.95105311100697,586.9597601360562
248,23.476177443847483,28.72319962432842,69.93256849267414,585.954792617674
249,23.3424453618449,28.57275103207551,69.91114063993454,584.9360492395851
250,23.208167323518367,28.421688238958165,69.88677590232341,583.9036054721001
251,23.073383118348612,28.270056008142188,69.8594814996383,582.8575378004778
252,22.9381326858045,28.11789927153006,69.82926551979982,581.7979237192601
253,22.80245610350814,27.965263116446653,69.7961369164549,580.7248417265312
254,22.666393575359002,27.812192772278877,69.76010550632368,579.6383713181016
255,22.52998541962065,27.658733597073233,69.72118196629062,578.5385929816194
256,22.39327205697356,27.504931064095256,69.67937783024064,577.4255881906079
257,22.256293998537593,27.35083074835479,69.63470548564149,576.2994393984288
258,22.119091833867703,27.196478313101167,69.58717816987297,575.1602300321755
259,21.981706218926345,27.041919496292138,69.53680996630446,574.008044486491
260,21.844177864036244,26.887200097040775,69.48361580012171,572.8429681173172
261,21.706547521817065,26.7323659620442,69.4276114339042,571.6650872355707
262,21.56885597510951,26.577462971998198,69.36881346295431,570.474489100749
263,21.431144024890497,26.42253702800181,69.3072393103798,569.2712619144663
264,21.293452478182942,26.26763403795581,69.24290722193093,568.0554948139194
265,21.155822135963756,26.112799902959228,69.17583626059394,566.8272778652838
266,21.01829378107366,25.958080503707865,69.10604630094217,565.5867020570419
267,20.880908166132294,25.803521686898833,69.03355802324684,564.3338592932422
268,20.743706001462407,25.649169251645205,68.9583929073491,563.0688423866911
269,20.606727943026446,25.49506893590475,68.88057322629493,561.7917450520769
270,20.470014580379356,25.341266402926774,68.80012203973536,560.5026618990273
271,20.333606424641005,25.18780722772113,68.71706318709322,559.2016884251008
272,20.19754389649187,25.03473688355335,68.63142128049911,557.8889210087116
273,20.061867314195503,24.88210072846994,68.54322169749827,556.5644569019904
274,19.92661688165139,24.729943991857816,68.45249057353064,555.2283942235791
275,19.791832676481633,24.57831176104184,68.35925479418637,553.8808319513623
276,19.657554638155105,24.42724896792449,68.2635419872391,552.5218699151351
277,19.523822556152517,24.276800375671584,68.16538051445916,551.1516087892068
278,19.39067605817594,24.127010565447936,68.06479946320945,549.7701500849436
279,19.25815459840627,23.977923923207054,67.96182863782616,548.3775961432481
280,19.126297445812078,23.82958462653859,67.85649855078715,546.9740501269773
281,18.995143672513386,23.68203663157756,67.74884041367041,545.5596160133013
282,18.86473214220376,23.535323659979227,67.63888612790542,544.1343985859987
283,18.735101498634133,23.3894891859634,67.52666827532008,542.6985034276959
284,18.60629015416186,23.244576423432093,67.41222010848595,541.252036912044
285,18.478336278368282,23.100628313164318,67.29557554086487,539.795106195839
286,18.35127778674827,22.9576875100918,67.17676913675962,538.3278192110836
287,18.22515232947503,22.81579637065941,67.05583610107178,536.8502846569909
288,18.099997280243567,22.674996940274013,66.93281226886978,535.3626119919321
289,17.97584972519604,22.535330940845544,66.80773409477015,533.8649114253278
290,17.852746451932326,22.39683975842387,66.68063864213534,532.3572939094829
291,17.73072393860909,22.259564430935225,66.55156357209086,530.839871131368
292,17.609818343130478,22.123545636021788,66.42054713236564,529.3127555043441
293,17.490065492433796,21.98882367898802,66.28762814595834,527.7760601598363
294,17.37150087187318,21.855438480857327,66.15284599963327,526.2298989389515
295,17.254159614704534,21.723429566542602,66.01624063224922,524.6743863840459
296,17.138076491674795,21.592836053134143,65.87785252292473,523.1096377302388
297,17.02328590071859,21.463696638308413,65.73772267904324,521.5357688968763
298,16.909821856765404,21.33604958886108,65.59589262410177,519.9528964789432
299,16.797717981660213,21.20993272936774,65.45240438540651,518.361137738426
300,16.687007494200618,21.085383430975696,65.30730048161934,516.7606105956254
301,16.577723200293377,20.96243860033005,65.16062391015853,515.1514336204211
302,16.469897483233325,20.84113466863749,65.01241813445776,513.5337260234876
303,16.363562294107492,20.721507580870927,64.8627270710869,511.90760764746307
304,16.258749142327318,20.603592785118234,64.71159507673863,510.2731989580707
305,16.155489086291734,20.4874252220782,64.55906693508459,508.63062103519496
306,16.05381272418387,20.373039314706855,64.40518784350495,506.9799955639118
307,15.953750184904184,20.260468958017206,64.25000339969554,505.32144482547346
308,15.85533111914258,20.149747509035404,64.09355958815621,503.65509168825
309,15.758584690592308,20.040907776916345,63.935902766564666,501.9810595986272
310,15.6635395673081,19.933982013221613,63.777079652039646,500.2994725718609
311,15.570223913211233,19.829001902362638,63.617137307297675,498.6104551828904
312,15.478665379743934,19.725998552211927,63.45612312670733,496.9141325571089
313,15.388891097675657,19.625002484885115,63.2940848222453,495.21063036109496
314,15.300927669063675,19.526043627696634,63.13107040935827,493.5000747933019
315,15.214801159370285,19.42915130429157,62.967128192734904,491.7825925747097
316,15.130537089739077,19.33435422595646,62.80230675199216,490.0583109394367
317,15.048160429432443,19.241680483111498,62.63665492728007,488.3273576253141
318,14.967695588432674,19.15115753698676,62.470221804809356,486.5898608644227
319,14.889166410208725,19.062812211484815,62.30305670230612,484.8459493735936
320,14.812596164650909,18.97667068523227,62.13520915439796,483.09575234487227
321,14.738007541175493,18.89275848382243,61.966728897935766,481.33939943594817
322,14.665422642001385,18.81110047225156,61.79766585725562,479.57702076054886
323,14.594862975600709,18.731720847550797,61.62807012938517,477.8087468788018
324,14.526349450325426,18.654643131616105,61.45799196919875,476.0347087875614
325,14.459902368211715,18.57989016423818,61.287481774525816,474.2550379107049
326,14.395541418964056,18.507484096334565,61.116590071216955,472.4698660893967
327,14.333285674120729,18.43744638338582,60.94536749817199,470.6793255723202
328,14.273153581402527,18.369797779077842,60.77386479233463,468.88354900588195
329,14.215162959246271,18.30455832915205,60.60213277365793,467.08266942438365
330,14.159330991524854,18.241747365465457,60.430222330045304,465.276820240168
331,14.105674222455253,18.181383500262157,60.25818440227133,463.46613523373406
332,14.054208551696165,18.123484620658186,60.08606996888689,461.6507485438275
333,14.004949229636548,18.068067883341115,59.91393003111312,459.8307946575032
334,13.957910852876635,18.015149709486217,59.741815597728674,458.00640840016155
335,13.913107359902627,17.964745779890457,59.569777669954696,456.17772492556117
336,13.870552026956435,17.916871030325993,59.39786722634207,454.3448797058058
337,13.830257464101628,17.871539647114332,59.226135207665365,452.5080085213091
338,13.792235611486811,17.828765062922663,59.05463250182801,450.6672474507347
339,13.756497735807487,17.788559952783423,58.88340992878305,448.82273286091646
340,13.723054426967511,17.75093623033845,58.71251822547419,446.97460139675513
341,13.691915594941054,17.715905044308684,58.542008030801256,445.12298997109633
342,13.66309046683608,17.68347677519059,58.371929870614835,443.26803575458683
343,13.636587584160143,17.65366103218016,58.20233414274438,441.40987616551377
344,13.612414800289358,17.626466650325526,58.03327110206424,439.5486488596237
345,13.590579278141277,17.601901687908935,57.864790845602045,437.68449171992506
346,13.571087488052363,17.57997342405891,57.69694329769388,435.81754284647377
347,13.553945205860686,17.56068835659327,57.529778195190644,433.9479405461419
348,13.539157511194421,17.544052200093724,57.36334507271993,432.0758233223725
349,13.52672878596664,17.53006988421247,57.19769324800784,430.2013298649182
350,13.516662713076862,17.51874555221147,57.032871807265096,428.3245990395679
351,13.508962275319732,17.5100825597347,56.868929590641734,426.4457698778576
352,13.50362975450114,17.504083473813786,56.7059151777547,424.56498156677293
353,13.500666730762097,17.50075007210736,56.54387687329267,422.68237343843566
354,13.50007408211048,17.50008334237429,56.382862692702325,420.7980849597838
355,13.501851984160872,17.502083482180982,56.222920347960354,418.9122557222382
356,13.505999910082533,17.50674989884285,56.064097233435334,417.0250254313619
357,13.512516630755485,17.514081209599922,55.90644041184379,415.1365338965104
358,13.521400215134756,17.5240752420266,55.74999660030446,413.2469210204745
359,13.532648030822568,17.53672903467539,55.594812156495045,411.3563267891159
360,13.546256744848385,17.552038837954434,55.44093306491541,409.46489126099675
361,13.562222324656542,17.570000115238606,55.28840492326136,407.57275455700415
362,13.580540039301177,17.590607544213825,55.1372729289131,405.6800568499693
363,13.601204460848109,17.613855018454124,54.987581865542246,403.7869383542836
364,13.624209465983261,17.63973564923117,54.83937608984147,401.89353931551153
365,13.649548237827126,17.668241767555514,54.69269951838067,399.99999999999994
